S3,458992.070,4197489.930,100.000
S2,458984.858,4197492.801,100.000
T1,458977.614,4197489.054,102.430
S4,459012.163,4197479.009,101.553
S21,458989.690,4197477.025,103.160
S22,458988.756,4197468.579,116.000
S23,458979.700,4197465.128,116.971
P400,458968.031,4197466.222,117.332
P401,458970.150,4197465.019,117.525
P402,458971.451,4197464.925,117.155
P403,458971.459,4197464.874,117.136
P404,458971.550,4197466.632,117.058
P405,458971.646,4197466.511,117.058
P406,458978.613,4197465.143,117.119
P407,458978.645,4197465.085,117.518
P408,458978.352,4197464.112,117.297
P409,458978.172,4197463.956,117.338
P410,458978.117,4197462.934,117.395
P411,458978.518,4197463.222,117.348
P412,458978.115,4197462.322,118.238
P413,458979.030,4197465.693,117.455
P414,458978.816,4197465.736,117.468
P415,458971.723,4197467.091,117.025
P416,458971.783,4197467.163,117.027
P417,458971.945,4197468.769,117.735
P418,458972.115,4197468.716,117.754
P419,458978.391,4197467.192,117.007
P420,458978.638,4197467.272,117.011
P421,458979.326,4197466.960,117.033
P422,458980.024,4197466.800,117.042
P423,458980.042,4197466.900,117.053
P424,458979.156,4197466.947,117.464
P425,458980.465,4197471.073,115.663
P426,458980.265,4197470.186,115.828
P427,458979.943,4197469.082,116.050
P428,458979.609,4197468.039,116.346
P429,458980.045,4197467.953,116.330
P430,458980.273,4197469.013,116.046
P431,458980.437,4197470.176,115.819
P432,458981.416,4197470.935,117.244
P433,458979.868,4197467.007,117.051
P434,458979.905,4197467.134,116.960
P435,458979.942,4197467.323,116.825
P436,458979.661,4197467.399,116.781
P437,458979.596,4197467.228,116.911
P438,458979.549,4197467.098,117.093
P439,458979.510,4197467.781,116.649
P440,458979.018,4197467.900,117.096
P441,458978.852,4197467.276,117.217
P442,458979.380,4197467.150,117.328
P443,458973.954,4197462.869,118.133
P444,458970.927,4197462.400,118.197
P445,458970.354,4197461.479,118.555
P446,458970.696,4197459.895,119.243
P447,458970.769,4197459.876,119.527
P448,458971.321,4197458.352,120.210
P449,458971.176,4197458.172,120.229
P450,458969.549,4197462.259,119.772
P451,458969.315,4197460.831,119.863
P452,458969.825,4197462.670,119.506
P453,458970.569,4197464.810,118.642
P454,458968.070,4197466.287,116.993
P455,458977.190,4197464.079,117.707
P456,458973.928,4197460.838,118.335
P457,458975.877,4197460.178,118.478
